index,id,title,published_at,part,tags,status,source_len,old_len,old_ratio,old_keyword_recall,new_len,new_ratio,new_keyword_recall,file,source_url
11,fd64bc57-9343-4dc4-b393-0adb73bb82af,散户与高手的本质区别：不在猜底而在等车,2026-04-09,第四部 资本市场与投资风险,资本市场 / 金融市场 / 交易心理 / 风险管理 / 宏观对冲,rebuilt,1137,1126,0.99,0.864,976,0.858,0.652,exports/fupeng_reviewed_book/articles/011-散户与高手的本质区别：不在猜底而在等车.md,https://www.douyin.com/video/7626716878408371496
12,806716a9-fa14-4c7e-b275-ea9e3902b153,平台算法压榨骑手，管理失当加剧普通人困境,2026-04-08,第五部 产业变迁与商业逻辑,产业经济 / 平台经济 / 劳动权益 / 算法治理 / 城市服务管理,rebuilt,1420,1416,0.997,0.896,1346,0.948,0.627,exports/fupeng_reviewed_book/articles/012-平台算法压榨骑手，管理失当加剧普通人困境.md,https://www.douyin.com/video/7626342195670322484
13,d93ebe18-5d71-4b9d-a554-9d69e66d412a,科技进步不会让人更轻松，只会让人更忙,2026-04-07,第五部 产业变迁与商业逻辑,产业经济 / 人工智能应用 / 知识生产效率 / 金融认知框架 / 语音AI工作流 / AI,rebuilt,1397,1386,0.992,0.91,1324,0.948,0.731,exports/fupeng_reviewed_book/articles/013-科技进步不会让人更轻松，只会让人更忙.md,https://www.douyin.com/video/7625965213174517038
14,dbeb8d4e-e79f-4694-8473-df431424dd79,算法正在固化思维并扼杀深度内容,2026-04-06,第五部 产业变迁与商业逻辑,产业经济 / 个人财务 / 算法推荐 / 内容生态 / 深度阅读 / 短视频批判,rebuilt,3995,3965,0.992,0.908,3455,0.865,0.724,exports/fupeng_reviewed_book/articles/014-算法正在固化思维并扼杀深度内容.md,https://www.douyin.com/video/7625596564358057267
15,4920384d-9e1e-483d-a712-658afb7bac1e,延迟退休不是解药，而是分配失衡的遮羞布,2026-04-05,第七部 个体选择、职业与生活财务,个人财务 / 劳动力分配 / 代际就业矛盾 / 社保制度 / 日本经济启示 / 日本经济,passed,1063,954,0.897,0.25,954,0.897,0.25,exports/fupeng_reviewed_book/articles/015-延迟退休不是解药，而是分配失衡的遮羞布.md,https://www.douyin.com/video/7625097244764572970
16,745a4bed-d2a0-452a-99cc-99eb1ce1693a,Meta被判罚600万：平台成瘾设计难辞其咎,2026-04-04,第五部 产业变迁与商业逻辑,产业经济 / 社交媒体监管 / 平台责任 / 算法成瘾 / 未成年人保护,rebuilt,2730,2726,0.999,0.863,2404,0.881,0.479,exports/fupeng_reviewed_book/articles/016-Meta被判罚600万：平台成瘾设计难辞其咎.md,https://www.douyin.com/video/7624822377733541183
17,54419b4b-62a9-4d5d-8f5e-a1d46e6fdd8a,付鹏警示：普通人用AI直接问代码炒股极易被收割,2026-04-03,第五部 产业变迁与商业逻辑,产业经济 / AI炒股风险 / 投资认知 / 金融合规 / 散户避坑 / AI,passed,1057,1145,1.083,0.179,1145,1.083,0.179,exports/fupeng_reviewed_book/articles/017-付鹏警示：普通人用AI直接问代码炒股极易被收割.md,https://www.douyin.com/video/7624424926161751348
18,29bc068b-8a13-44e0-a873-fb18d82570f6,中产家庭以能力替代学历的门槛与代价,2026-04-02,第七部 个体选择、职业与生活财务,个人财务 / 学业规划 / 中产家庭 / AI时代 / 教育成本 / AI,passed,987,1051,1.065,0.524,1051,1.065,0.524,exports/fupeng_reviewed_book/articles/018-中产家庭以能力替代学历的门槛与代价.md,https://www.douyin.com/video/7624072212110134574
19,bd4c2352-83a6-4876-8925-9a4d5a46daaf,汇率波动的本质是国家间的“比烂”与效率重构,2026-03-30,第六部 全球秩序、地缘与能源,全球秩序 / 汇率逻辑 / 宏观经济 / 效率与公平 / 欧美经济对比 / 汇率,rebuilt,2102,2105,1.001,0.97,2026,0.964,0.848,exports/fupeng_reviewed_book/articles/019-汇率波动的本质是国家间的“比烂”与效率重构.md,https://www.douyin.com/video/7622902905137335579
20,3721edd3-c784-4e41-a4fd-cb90c66a26a5,欧洲高福利困境：过度追求公平导致效率衰退,2026-03-29,第六部 全球秩序、地缘与能源,全球秩序 / 欧洲经济 / 社会福利 / 生产效率 / 宏观经济,rebuilt,1984,1987,1.002,0.942,1762,0.888,0.522,exports/fupeng_reviewed_book/articles/020-欧洲高福利困境：过度追求公平导致效率衰退.md,https://www.douyin.com/video/7622556734980246784
21,bc65af7b-f6ad-4d9a-b12a-14b7d1a149c5,自然资源部38号文件：严控新增与存量盘活下的楼市分化,2026-03-27,第三部 房地产、人口与城市,房地产 / 房地产政策 / 存量盘活 / 资产配置 / 楼市分化,rebuilt,3604,3574,0.992,0.863,3248,0.901,0.452,exports/fupeng_reviewed_book/articles/021-自然资源部38号文件：严控新增与存量盘活下的楼市分化.md,https://www.douyin.com/video/7621780745572388132
22,ff19f1a6-1339-4345-b22c-74cebcbe442b,地缘冲突下的跨资产联动：寻找确定性比预测波动更重要,2026-03-26,第四部 资本市场与投资风险,资本市场 / 地缘政治 / 跨资产联动 / 流动性紧缩 / 美联储政策 / 资产配置,rebuilt,1996,1986,0.995,0.857,1877,0.94,0.7,exports/fupeng_reviewed_book/articles/022-地缘冲突下的跨资产联动：寻找确定性比预测波动更重要.md,https://www.douyin.com/video/7621453383672614182
23,349813e5-fed7-4dd2-8962-3ec5112cbaac,知天命之年，该停一停了,2026-03-25,第五部 产业变迁与商业逻辑,产业经济 / 个人财务 / 创业者健康 / 中年危机 / 一人公司 / 企业组织设计,rebuilt,1711,1712,1.001,0.923,1596,0.933,0.585,exports/fupeng_reviewed_book/articles/023-知天命之年，该停一停了.md,https://www.douyin.com/video/7621208639872814390
24,cb8efc7a-de1e-4756-b2ab-1c6a85520e9f,AI杀估值本质是流动性枯竭,2026-03-24,第一部 宏观周期与政策框架,宏观经济 / 流动性分析 / 资产估值 / 美联储缩表 / AI投资 / 资产负债表,rebuilt,1101,1083,0.984,0.79,1030,0.936,0.548,exports/fupeng_reviewed_book/articles/024-AI杀估值本质是流动性枯竭.md,https://www.douyin.com/video/7620772877285051686
25,cba8eea8-a4b7-452b-9b93-49b4aac907a0,AI时代人类社交正被重构为与AI的对话,2026-03-23,第五部 产业变迁与商业逻辑,产业经济 / AI内容生产 / 数字留痕 / 人机协同 / 认知基建 / AI,rebuilt,2866,2845,0.993,0.87,2517,0.878,0.493,exports/fupeng_reviewed_book/articles/025-AI时代人类社交正被重构为与AI的对话.md,https://www.douyin.com/video/7620403558176820530
26,51064ea5-7efe-4d86-8b71-20f3f94f64b9,能源战升级正在触发全球市场流动性危机,2026-03-22,第六部 全球秩序、地缘与能源,全球秩序 / 能源地缘政治 / 全球流动性 / 供应链重构 / 石油危机史 / 能源安全,rebuilt,5130,5041,0.983,0.72,4370,0.852,0.427,exports/fupeng_reviewed_book/articles/026-能源战升级正在触发全球市场流动性危机.md,https://www.douyin.com/video/7620000045106072875
27,371fd639-5add-46eb-8475-dcbf0d887d03,我确定退休选成都,2026-03-18,第七部 个体选择、职业与生活财务,个人财务 / 区域经济 / 退休规划 / 数字游民 / 成渝经济圈,rebuilt,4690,4669,0.996,0.973,4333,0.924,0.653,exports/fupeng_reviewed_book/articles/027-我确定退休选成都.md,https://www.douyin.com/video/7618560499566841126
28,98da5c77-868e-4606-a881-6ff975fcbc32,从1970年代冷战看当下战争金属博弈,2026-03-15,第六部 全球秩序、地缘与能源,全球秩序 / 大宗商品 / 地缘政治经济学 / 战略资源 / 冷战经济史 / 地缘政治,rebuilt,7175,7222,1.007,1.0,6226,0.868,0.792,exports/fupeng_reviewed_book/articles/028-从1970年代冷战看当下战争金属博弈.md,https://www.douyin.com/video/7617005530564840704
29,7a74c93f-b2cc-4d56-b696-592c3ecc0e03,香港楼市下跌的本质是人口周期拐点,2026-03-14,第三部 房地产、人口与城市,房地产 / 房地产周期 / 人口结构 / 跨境养老 / 流动性危机 / 财政政策,rebuilt,11725,11782,1.005,0.973,10693,0.912,0.73,exports/fupeng_reviewed_book/articles/029-香港楼市下跌的本质是人口周期拐点.md,https://www.douyin.com/video/7617002722105003264
30,6b39e1fd-413b-49a3-9522-39168cb32b8d,内存条炒作风波本质是投机离场信号,2026-03-13,第四部 资本市场与投资风险,资本市场 / 半导体存储 / 消费电子周期 / 自媒体投机 / 产业链价格传导 / 黄金,rebuilt,2888,2875,0.995,0.986,2730,0.945,0.771,exports/fupeng_reviewed_book/articles/030-内存条炒作风波本质是投机离场信号.md,https://www.douyin.com/video/7616676702495804712
31,a033143d-89d0-4d5d-96fd-fe4c6e220a8f,让孩子从小建立金钱意识，抵御消费主义侵蚀,2026-03-12,第五部 产业变迁与商业逻辑,产业经济 / 家庭教育 / 消费主义批判 / 个人财务管理 / 宏观经济周期 / 消费主义,rebuilt,7838,7874,1.005,1.0,7380,0.942,0.904,exports/fupeng_reviewed_book/articles/031-让孩子从小建立金钱意识，抵御消费主义侵蚀.md,https://www.douyin.com/video/7616328523862658338
32,bddc101d-3167-464e-bf82-0d2f857078b6,AI时代情商是不可替代的护城河,2026-03-09,第五部 产业变迁与商业逻辑,产业经济 / 情商教育 / AI辅助学习 / 青少年财商 / 线下社交能力 / AI,rebuilt,1968,1961,0.996,0.929,1904,0.967,0.829,exports/fupeng_reviewed_book/articles/032-AI时代情商是不可替代的护城河.md,https://www.douyin.com/video/7613283654525029674
33,636519d2-9c72-48d6-8e5b-a5232dfb59b7,AI正引发生产关系的全面重构,2026-03-06,第五部 产业变迁与商业逻辑,产业经济 / AI生产力 / 生产关系重构 / 地缘政治经济学 / 资本市场范式转移 / 地缘政治,rebuilt,7725,7628,0.987,0.863,7020,0.909,0.452,exports/fupeng_reviewed_book/articles/033-AI正引发生产关系的全面重构.md,https://www.douyin.com/video/7614140732894350601
34,b5138a20-87b2-4ff9-b1df-bf2eb3784541,长白山顶奢VIP俱乐部正式启用,2026-03-04,第五部 产业变迁与商业逻辑,产业经济 / 高端文旅 / 私人俱乐部 / 冰雪经济 / 财经圈层,passed,152,157,1.033,0.6,157,1.033,0.6,exports/fupeng_reviewed_book/articles/034-长白山顶奢VIP俱乐部正式启用.md,https://www.douyin.com/video/7613338372010020142
35,01c94db8-d1ac-479d-aed5-fbc8aaf38025,长白山深圳滑雪，我带你们滑,2026-03-02,第七部 个体选择、职业与生活财务,个人财务 / 滑雪教学 / 冰雪旅游 / 户外运动 / 地域滑雪,passed,18,129,7.167,1.0,129,7.167,1.0,exports/fupeng_reviewed_book/articles/035-长白山深圳滑雪，我带你们滑.md,https://www.douyin.com/video/7612644152781589796
36,d059d905-0b59-44d0-bd43-47aafff3abaf,AI商业化正滑向流量游戏而非生产力革命,2026-02-28,第五部 产业变迁与商业逻辑,产业经济 / AI商业化 / 大模型基建 / 流量入口战争 / 搜索替代逻辑 / AI,rebuilt,811,807,0.995,0.972,779,0.961,0.803,exports/fupeng_reviewed_book/articles/036-AI商业化正滑向流量游戏而非生产力革命.md,https://www.douyin.com/video/7610379034416942351
37,eec85b21-1c79-4f1a-afc4-98b680cb9eda,AI时代将催生提示词与应用能力等级认证,2026-02-25,第五部 产业变迁与商业逻辑,产业经济 / AI教育 / 提示词工程 / 教育公平 / 职业能力认证 / AI,rebuilt,1040,1038,0.998,0.957,1001,0.963,0.729,exports/fupeng_reviewed_book/articles/037-AI时代将催生提示词与应用能力等级认证.md,https://www.douyin.com/video/7610375714113588532
38,0a4c0d9c-3cb3-404f-aa8d-92a1c6d11996,孩子线下社交场景的消失与重建,2026-02-22,第七部 个体选择、职业与生活财务,个人财务 / 青少年发展 / 社交媒体治理 / 公共空间政策 / 家庭教育引导 / 职业规划,rebuilt,1452,1454,1.001,0.945,1439,0.991,0.863,exports/fupeng_reviewed_book/articles/038-孩子线下社交场景的消失与重建.md,https://www.douyin.com/video/7609604800933629190
39,635f3672-9e93-423b-86ba-744984a77afe,高波动率是风险信号而非机会,2026-02-19,第四部 资本市场与投资风险,资本市场 / 金融行为学 / 波动率分析 / 代际投资行为 / 市场流动性 / 黄金,rebuilt,5572,5540,0.994,0.918,5076,0.911,0.699,exports/fupeng_reviewed_book/articles/039-高波动率是风险信号而非机会.md,https://www.douyin.com/video/7608532649178713398
40,5e79118c-695e-41c7-94d0-c8631fab150c,成都老妈蹄花：付鹏的物理坐标与老味道,2026-02-18,第五部 产业变迁与商业逻辑,产业经济 / 地方美食 / 城市文化 / 消费情感 / 餐饮品牌,passed,477,548,1.149,0.867,548,1.149,0.867,exports/fupeng_reviewed_book/articles/040-成都老妈蹄花：付鹏的物理坐标与老味道.md,https://www.douyin.com/video/7607811513495211327
41,3cdcddf0-5fca-4ccb-af05-fb3226be7128,2026新年寄语：重拾长周期续航力,2026-02-17,第一部 宏观周期与政策框架,宏观经济 / 长期主义 / 投资逻辑 / 周期思维,passed,172,190,1.105,0.852,190,1.105,0.852,exports/fupeng_reviewed_book/articles/041-2026新年寄语：重拾长周期续航力.md,https://www.douyin.com/video/7607506194781048105
42,2d873554-b5b4-49a9-983b-2791440a0d79,超高层住宅是未来城市垂直废墟,2026-02-16,第三部 房地产、人口与城市,房地产 / 房地产投资 / 住宅产品力 / 城市居住安全 / 物业治理,rebuilt,1018,1013,0.995,0.857,959,0.942,0.81,exports/fupeng_reviewed_book/articles/042-超高层住宅是未来城市垂直废墟.md,https://www.douyin.com/video/7606223029592444211
43,f24e7e64-0cf9-4f18-ad58-96371eb0fbff,AI是工具，制度必须匹配技术进步,2026-02-10,第五部 产业变迁与商业逻辑,产业经济 / 人工智能治理 / 生产关系变革 / 征信体系建设 / 技术伦理 / AI,rebuilt,1695,1679,0.991,0.971,1543,0.91,0.765,exports/fupeng_reviewed_book/articles/043-AI是工具，制度必须匹配技术进步.md,https://www.douyin.com/video/7605143896330390799
44,d3221a9a-6ad6-4e4c-b0d5-138cf709347f,二十五岁定投垃圾币换财富自由,2026-02-09,第四部 资本市场与投资风险,资本市场 / 代际认知 / 加密货币投资 / 青年生存策略 / 非主流资产配置 / 资产配置,rebuilt,1626,1627,1.001,0.944,1554,0.956,0.746,exports/fupeng_reviewed_book/articles/044-二十五岁定投垃圾币换财富自由.md,https://www.douyin.com/video/7604775799442443535
45,e3cc6313-ee6b-49fc-9aa1-91ce7d1d79cb,人口终局：人才聚集驱动区域经济重构,2026-02-08,第三部 房地产、人口与城市,房地产 / 区域经济 / 人口迁移 / 城市集群 / 产业分工 / 人口结构,rebuilt,3935,3945,1.003,0.9,3743,0.951,0.771,exports/fupeng_reviewed_book/articles/045-人口终局：人才聚集驱动区域经济重构.md,https://www.douyin.com/video/7604175458359332136
46,ba096d92-420c-45e9-8d75-3ef0d6667462,高波动率是投资雷区，不是机会,2026-02-05,第四部 资本市场与投资风险,资本市场 / 黄金投资 / 波动率风险 / 杠杆交易 / 信用违约 / 黄金,rebuilt,2367,2372,1.002,0.831,2271,0.959,0.69,exports/fupeng_reviewed_book/articles/046-高波动率是投资雷区，不是机会.md,https://www.douyin.com/video/7603371956234112271
47,e5798cf7-8f49-4808-a176-098db658be0f,对中年人最好的守护是父母安康,2026-02-03,第七部 个体选择、职业与生活财务,个人财务 / 中年家庭 / 老年健康 / 代际关系 / 家庭财务 / 中年危机,passed,424,484,1.142,0.131,484,1.142,0.131,exports/fupeng_reviewed_book/articles/047-对中年人最好的守护是父母安康.md,https://www.douyin.com/video/7601396054428290330
48,86d54c83-6317-4370-9cd3-33054972b69f,边界感是年轻人的职场新礼仪,2026-02-02,第七部 个体选择、职业与生活财务,个人财务 / 职场文化 / 代际差异 / 边界感管理 / 组织行为学 / AI,rebuilt,874,872,0.998,0.886,852,0.975,0.714,exports/fupeng_reviewed_book/articles/048-边界感是年轻人的职场新礼仪.md,https://www.douyin.com/video/7601395011304836362
49,ecc1d023-ea5f-42e9-ac81-4ced6534d82d,AI轻应用的普及上限与专业下限,2026-02-01,第五部 产业变迁与商业逻辑,产业经济 / AI应用 / 内容工业化 / 闭源趋势 / 职业门槛 / AI,rebuilt,1235,1236,1.001,0.971,1158,0.938,0.662,exports/fupeng_reviewed_book/articles/049-AI轻应用的普及上限与专业下限.md,https://www.douyin.com/video/7601393812593757486
50,a30919ad-effd-4b92-a8d5-b9c739bf8434,职场新人的物质基础与情商现实,2026-01-31,第七部 个体选择、职业与生活财务,个人财务 / 职场新人 / 情商培养 / 大宗商品贸易 / 期货行业 / 大宗商品,rebuilt,1947,1945,0.999,0.92,1863,0.957,0.6,exports/fupeng_reviewed_book/articles/050-职场新人的物质基础与情商现实.md,https://www.douyin.com/video/7601391554166672678
51,7144c56b-9e9f-436c-af66-84125e32e875,播客将成为高认知阶层主流内容赛道,2026-01-29,第七部 个体选择、职业与生活财务,个人财务 / 播客经济 / 高认知内容 / 长音频商业 / 财富人群媒介,rebuilt,1290,1293,1.002,0.945,1153,0.894,0.534,exports/fupeng_reviewed_book/articles/051-播客将成为高认知阶层主流内容赛道.md,https://www.douyin.com/video/7600692407297985833
52,82391ccd-8f32-4643-953e-1300f0bdb26e,AI替代是分层渐进的，创造比等待更主动,2026-01-27,第五部 产业变迁与商业逻辑,产业经济 / 人工智能替代 / 青年创业 / 医疗AI / 物流自动化 / AI,rebuilt,1428,1429,1.001,0.929,1341,0.939,0.543,exports/fupeng_reviewed_book/articles/052-AI替代是分层渐进的，创造比等待更主动.md,https://www.douyin.com/video/7599931171761327402
53,8e021507-f7cf-4969-8d79-66c61f3b5145,流量生意只有两条路：短期爆款或长期释放,2026-01-26,第五部 产业变迁与商业逻辑,产业经济 / 潮玩经济 / IP运营 / 长期主义 / 流量变现,rebuilt,875,881,1.007,0.957,841,0.961,0.725,exports/fupeng_reviewed_book/articles/053-流量生意只有两条路：短期爆款或长期释放.md,https://www.douyin.com/video/7599658653385362694
54,7ff25cae-8b65-4460-b4eb-d1af0bed7917,当代孩子最缺的不是认知而是社交,2026-01-25,第七部 个体选择、职业与生活财务,个人财务 / 儿童教育 / 社交能力培养 / 兴趣教育 / 线下体验设计 / AI,rebuilt,1681,1672,0.995,0.938,1610,0.958,0.75,exports/fupeng_reviewed_book/articles/054-当代孩子最缺的不是认知而是社交.md,https://www.douyin.com/video/7599227683947433231
55,add195de-a6b1-413d-b1ba-987ac488f9f8,小镇核心资产的不灭逻辑,2026-01-24,第三部 房地产、人口与城市,房地产 / 县域经济 / 商业地产 / 人口流动 / 资产配置,rebuilt,1219,1232,1.011,0.986,1180,0.968,0.768,exports/fupeng_reviewed_book/articles/055-小镇核心资产的不灭逻辑.md,https://www.douyin.com/video/7598880236134010127
56,41991a9f-8f92-48ce-b7b8-bd6d5d09adb4,顺周期跳槽泡沫与中年危机陷阱,2026-01-23,第七部 个体选择、职业与生活财务,个人财务 / 金融职场 / 职业发展 / 中年危机 / 跳槽策略 / 职业规划,rebuilt,1013,1015,1.002,0.924,1004,0.991,0.591,exports/fupeng_reviewed_book/articles/056-顺周期跳槽泡沫与中年危机陷阱.md,https://www.douyin.com/video/7598191166219144483
57,c658048f-01b6-4355-a06b-f157b3441f3d,断舍离是人生纠偏的核心能力,2026-01-22,第七部 个体选择、职业与生活财务,个人财务 / 金融交易 / 认知决策 / 人际关系管理 / 断舍离方法论,rebuilt,905,904,0.999,0.985,879,0.971,0.853,exports/fupeng_reviewed_book/articles/057-断舍离是人生纠偏的核心能力.md,https://www.douyin.com/video/7597800416205622578
58,92c68f3b-028f-4429-8a16-542f41c91ee3,生产力跃迁正重构全球金融秩序,2026-01-21,第五部 产业变迁与商业逻辑,产业经济 / AI金融 / 金融监管 / RWA / 生产力革命 / AI,rebuilt,1521,1519,0.999,0.986,1428,0.939,0.458,exports/fupeng_reviewed_book/articles/058-生产力跃迁正重构全球金融秩序.md,https://www.douyin.com/video/7597670715864649006
59,f8d45a1d-9280-4a77-9ea2-12b8f29faebc,通胀挣钱，通缩花钱：一个基准财务原则,2026-01-20,第一部 宏观周期与政策框架,宏观经济 / 宏观经济学 / 个人资产配置 / 资产负债表管理 / 跨境金融 / 低利率,rebuilt,9593,9652,1.006,0.961,8313,0.867,0.792,exports/fupeng_reviewed_book/articles/059-通胀挣钱，通缩花钱：一个基准财务原则.md,https://www.douyin.com/video/7597384582920424754
60,96cf843b-a025-430e-8810-562d4232c43f,医患关系中必须坚持良币驱逐劣币,2026-01-20,第七部 个体选择、职业与生活财务,个人财务 / 医患关系 / 医疗制度 / 医护职业生态 / 良币驱逐劣币,rebuilt,1893,1880,0.993,0.89,1796,0.949,0.63,exports/fupeng_reviewed_book/articles/060-医患关系中必须坚持良币驱逐劣币.md,https://www.douyin.com/video/7597059052027399450
61,63cdc3e0-0736-45a7-9172-e887adeabc71,潮玩行业的本质是人口周期,2026-01-19,第五部 产业变迁与商业逻辑,产业经济 / 潮玩经济 / 人口周期 / 二次元投资 / Z世代消费 / 低利率,rebuilt,10612,10665,1.005,1.0,9708,0.915,0.827,exports/fupeng_reviewed_book/articles/061-潮玩行业的本质是人口周期.md,https://www.douyin.com/video/7597053780085050650
62,3827fbcc-b47d-4b2b-8eb8-51ffec8b6164,“死了么”APP爆火背后的孤独经济,2026-01-19,第四部 资本市场与投资风险,资本市场 / 孤独经济 / 数字殡葬 / 社交产品设计 / 城市独居,rebuilt,1065,1055,0.991,0.896,990,0.93,0.627,exports/fupeng_reviewed_book/articles/062-“死了么”APP爆火背后的孤独经济.md,https://www.douyin.com/video/7596644649977040134
63,fd405e44-6deb-4b5f-bb22-7f78c30ff4ac,内卷的本质是利润消失与资源垄断,2026-01-18,第五部 产业变迁与商业逻辑,产业经济 / 平台经济 / 供给侧改革 / 产业链共生 / 中小企业生存 / 商业模式,rebuilt,10543,10601,1.006,1.0,10102,0.958,0.904,exports/fupeng_reviewed_book/articles/063-内卷的本质是利润消失与资源垄断.md,https://www.douyin.com/video/7596650684074773803
64,213dadc0-c75c-4570-86fc-f22550cba6a9,消费券本质是补生产端而非居民,2026-01-18,第二部 债务、杠杆与资产负债表,债务周期 / 产业经济 / 财政补贴 / 居民资产负债表 / 新能源汽车 / 服务业经济,rebuilt,1541,1553,1.008,0.939,1457,0.945,0.864,exports/fupeng_reviewed_book/articles/064-消费券本质是补生产端而非居民.md,https://www.douyin.com/video/7596246889851276550
65,07d569e1-87f2-4ae7-9fd0-7e426d8c781a,保守主义回归是生产力重构的必经阶段,2026-01-17,第六部 全球秩序、地缘与能源,全球秩序 / 宏观经济 / 地缘政治 / 技术创新 / 历史周期 / AI,rebuilt,7155,7057,0.986,0.863,6090,0.851,0.507,exports/fupeng_reviewed_book/articles/065-保守主义回归是生产力重构的必经阶段.md,https://www.douyin.com/video/7596193292220501291
66,88514e35-c86d-454a-bacb-db82bbf5c678,2025财经之夜：生产力、生产关系与秩序重建,2026-01-15,第五部 产业变迁与商业逻辑,产业经济 / 宏观经济 / 科技革命 / 生产关系 / 全球秩序 / AI,rebuilt,3923,3867,0.986,0.571,3592,0.916,0.314,exports/fupeng_reviewed_book/articles/066-2025财经之夜：生产力、生产关系与秩序重建.md,https://www.douyin.com/video/7595616263708085567
67,56358ecd-1e80-44b3-9cc3-c8d54cd25014,十五到十八岁是孩子财商培养黄金期,2026-01-15,第七部 个体选择、职业与生活财务,个人财务 / 财商教育 / 青少年成长 / 家庭教育方法论 / 消费决策 / 黄金,rebuilt,1525,1532,1.005,0.971,1446,0.948,0.735,exports/fupeng_reviewed_book/articles/067-十五到十八岁是孩子财商培养黄金期.md,https://www.douyin.com/video/7595135588722953481
