index,id,title,published_at,duration_sec,source_chars,article_chars,tags,folder,source_url
11,fd64bc57-9343-4dc4-b393-0adb73bb82af,散户与高手的本质区别：不在猜底而在等车,2026-04-09,217,1275,1148,金融市场 / 交易心理 / 风险管理 / 宏观对冲,exports/fupeng_claude_review_pack/articles/011-散户与高手的本质区别：不在猜底而在等车,https://www.douyin.com/video/7626716878408371496
12,806716a9-fa14-4c7e-b275-ea9e3902b153,平台算法压榨骑手，管理失当加剧普通人困境,2026-04-08,249,1573,1327,平台经济 / 劳动权益 / 算法治理 / 城市服务管理,exports/fupeng_claude_review_pack/articles/012-平台算法压榨骑手，管理失当加剧普通人困境,https://www.douyin.com/video/7626342195670322484
13,d93ebe18-5d71-4b9d-a554-9d69e66d412a,科技进步不会让人更轻松，只会让人更忙,2026-04-07,241,1564,1326,人工智能应用 / 知识生产效率 / 金融认知框架 / 语音AI工作流,exports/fupeng_claude_review_pack/articles/013-科技进步不会让人更轻松，只会让人更忙,https://www.douyin.com/video/7625965213174517038
14,dbeb8d4e-e79f-4694-8473-df431424dd79,算法正在固化思维并扼杀深度内容,2026-04-06,754,4413,2024,算法推荐 / 内容生态 / 深度阅读 / 短视频批判,exports/fupeng_claude_review_pack/articles/014-算法正在固化思维并扼杀深度内容,https://www.douyin.com/video/7625596564358057267
15,4920384d-9e1e-483d-a712-658afb7bac1e,延迟退休不是解药，而是分配失衡的遮羞布,2026-04-05,182,1168,1114,劳动力分配 / 代际就业矛盾 / 社保制度 / 日本经济启示,exports/fupeng_claude_review_pack/articles/015-延迟退休不是解药，而是分配失衡的遮羞布,https://www.douyin.com/video/7625097244764572970
16,745a4bed-d2a0-452a-99cc-99eb1ce1693a,Meta被判罚600万：平台成瘾设计难辞其咎,2026-04-04,522,3012,1893,社交媒体监管 / 平台责任 / 算法成瘾 / 未成年人保护,exports/fupeng_claude_review_pack/articles/016-Meta被判罚600万：平台成瘾设计难辞其咎,https://www.douyin.com/video/7624822377733541183
17,54419b4b-62a9-4d5d-8f5e-a1d46e6fdd8a,付鹏警示：普通人用AI直接问代码炒股极易被收割,2026-04-03,199,1189,1390,AI炒股风险 / 投资认知 / 金融合规 / 散户避坑,exports/fupeng_claude_review_pack/articles/017-付鹏警示：普通人用AI直接问代码炒股极易被收割,https://www.douyin.com/video/7624424926161751348
18,29bc068b-8a13-44e0-a873-fb18d82570f6,中产家庭以能力替代学历的门槛与代价,2026-04-02,184,1118,1275,学业规划 / 中产家庭 / AI时代 / 教育成本,exports/fupeng_claude_review_pack/articles/018-中产家庭以能力替代学历的门槛与代价,https://www.douyin.com/video/7624072212110134574
19,bd4c2352-83a6-4876-8925-9a4d5a46daaf,汇率波动的本质是国家间的“比烂”与效率重构,2026-03-30,370,2319,1461,汇率逻辑 / 宏观经济 / 效率与公平 / 欧美经济对比,exports/fupeng_claude_review_pack/articles/019-汇率波动的本质是国家间的“比烂”与效率重构,https://www.douyin.com/video/7622902905137335579
20,3721edd3-c784-4e41-a4fd-cb90c66a26a5,欧洲高福利困境：过度追求公平导致效率衰退,2026-03-29,374,2163,1584,欧洲经济 / 社会福利 / 生产效率 / 宏观经济,exports/fupeng_claude_review_pack/articles/020-欧洲高福利困境：过度追求公平导致效率衰退,https://www.douyin.com/video/7622556734980246784
21,bc65af7b-f6ad-4d9a-b12a-14b7d1a149c5,自然资源部38号文件：严控新增与存量盘活下的楼市分化,2026-03-27,629,3937,2617,房地产政策 / 存量盘活 / 资产配置 / 楼市分化,exports/fupeng_claude_review_pack/articles/021-自然资源部38号文件：严控新增与存量盘活下的楼市分化,https://www.douyin.com/video/7621780745572388132
22,ff19f1a6-1339-4345-b22c-74cebcbe442b,地缘冲突下的跨资产联动：寻找确定性比预测波动更重要,2026-03-26,337,2223,1926,地缘政治 / 跨资产联动 / 流动性紧缩 / 美联储政策,exports/fupeng_claude_review_pack/articles/022-地缘冲突下的跨资产联动：寻找确定性比预测波动更重要,https://www.douyin.com/video/7621453383672614182
23,349813e5-fed7-4dd2-8962-3ec5112cbaac,知天命之年，该停一停了,2026-03-25,328,1904,1543,创业者健康 / 中年危机 / 一人公司 / 企业组织设计,exports/fupeng_claude_review_pack/articles/023-知天命之年，该停一停了,https://www.douyin.com/video/7621208639872814390
24,cb8efc7a-de1e-4756-b2ab-1c6a85520e9f,AI杀估值本质是流动性枯竭,2026-03-24,189,1203,684,流动性分析 / 资产估值 / 美联储缩表 / AI投资,exports/fupeng_claude_review_pack/articles/024-AI杀估值本质是流动性枯竭,https://www.douyin.com/video/7620772877285051686
25,cba8eea8-a4b7-452b-9b93-49b4aac907a0,AI时代人类社交正被重构为与AI的对话,2026-03-23,515,3305,1374,AI内容生产 / 数字留痕 / 人机协同 / 认知基建,exports/fupeng_claude_review_pack/articles/025-AI时代人类社交正被重构为与AI的对话,https://www.douyin.com/video/7620403558176820530
26,51064ea5-7efe-4d86-8b71-20f3f94f64b9,能源战升级正在触发全球市场流动性危机,2026-03-22,1023,5627,1505,能源地缘政治 / 全球流动性 / 供应链重构 / 石油危机史,exports/fupeng_claude_review_pack/articles/026-能源战升级正在触发全球市场流动性危机,https://www.douyin.com/video/7620000045106072875
27,371fd639-5add-46eb-8475-dcbf0d887d03,我确定退休选成都,2026-03-18,908,5203,1324,区域经济 / 退休规划 / 数字游民 / 成渝经济圈,exports/fupeng_claude_review_pack/articles/027-我确定退休选成都,https://www.douyin.com/video/7618560499566841126
28,98da5c77-868e-4606-a881-6ff975fcbc32,从1970年代冷战看当下战争金属博弈,2026-03-15,1362,7798,1712,大宗商品 / 地缘政治经济学 / 战略资源 / 冷战经济史,exports/fupeng_claude_review_pack/articles/028-从1970年代冷战看当下战争金属博弈,https://www.douyin.com/video/7617005530564840704
29,7a74c93f-b2cc-4d56-b696-592c3ecc0e03,香港楼市下跌的本质是人口周期拐点,2026-03-14,2204,12781,2376,房地产周期 / 人口结构 / 跨境养老 / 流动性危机,exports/fupeng_claude_review_pack/articles/029-香港楼市下跌的本质是人口周期拐点,https://www.douyin.com/video/7617002722105003264
30,6b39e1fd-413b-49a3-9522-39168cb32b8d,内存条炒作风波本质是投机离场信号,2026-03-13,540,3190,900,半导体存储 / 消费电子周期 / 自媒体投机 / 产业链价格传导,exports/fupeng_claude_review_pack/articles/030-内存条炒作风波本质是投机离场信号,https://www.douyin.com/video/7616676702495804712
31,a033143d-89d0-4d5d-96fd-fe4c6e220a8f,让孩子从小建立金钱意识，抵御消费主义侵蚀,2026-03-12,1350,8614,1773,家庭教育 / 消费主义批判 / 个人财务管理 / 宏观经济周期,exports/fupeng_claude_review_pack/articles/031-让孩子从小建立金钱意识，抵御消费主义侵蚀,https://www.douyin.com/video/7616328523862658338
32,bddc101d-3167-464e-bf82-0d2f857078b6,AI时代情商是不可替代的护城河,2026-03-09,367,2237,1368,情商教育 / AI辅助学习 / 青少年财商 / 线下社交能力,exports/fupeng_claude_review_pack/articles/032-AI时代情商是不可替代的护城河,https://www.douyin.com/video/7613283654525029674
33,636519d2-9c72-48d6-8e5b-a5232dfb59b7,AI正引发生产关系的全面重构,2026-03-06,1729,8603,2661,AI生产力 / 生产关系重构 / 地缘政治经济学 / 资本市场范式转移,exports/fupeng_claude_review_pack/articles/033-AI正引发生产关系的全面重构,https://www.douyin.com/video/7614140732894350601
34,b5138a20-87b2-4ff9-b1df-bf2eb3784541,长白山顶奢VIP俱乐部正式启用,2026-03-04,67,174,200,高端文旅 / 私人俱乐部 / 冰雪经济 / 财经圈层,exports/fupeng_claude_review_pack/articles/034-长白山顶奢VIP俱乐部正式启用,https://www.douyin.com/video/7613338372010020142
35,01c94db8-d1ac-479d-aed5-fbc8aaf38025,长白山深圳滑雪，我带你们滑,2026-03-02,28,21,158,滑雪教学 / 冰雪旅游 / 户外运动 / 地域滑雪,exports/fupeng_claude_review_pack/articles/035-长白山深圳滑雪，我带你们滑,https://www.douyin.com/video/7612644152781589796
36,d059d905-0b59-44d0-bd43-47aafff3abaf,AI商业化正滑向流量游戏而非生产力革命,2026-02-28,168,905,791,AI商业化 / 大模型基建 / 流量入口战争 / 搜索替代逻辑,exports/fupeng_claude_review_pack/articles/036-AI商业化正滑向流量游戏而非生产力革命,https://www.douyin.com/video/7610379034416942351
37,eec85b21-1c79-4f1a-afc4-98b680cb9eda,AI时代将催生提示词与应用能力等级认证,2026-02-25,193,1170,1005,AI教育 / 提示词工程 / 教育公平 / 职业能力认证,exports/fupeng_claude_review_pack/articles/037-AI时代将催生提示词与应用能力等级认证,https://www.douyin.com/video/7610375714113588532
38,0a4c0d9c-3cb3-404f-aa8d-92a1c6d11996,孩子线下社交场景的消失与重建,2026-02-22,280,1608,1078,青少年发展 / 社交媒体治理 / 公共空间政策 / 家庭教育引导,exports/fupeng_claude_review_pack/articles/038-孩子线下社交场景的消失与重建,https://www.douyin.com/video/7609604800933629190
39,635f3672-9e93-423b-86ba-744984a77afe,高波动率是风险信号而非机会,2026-02-19,1033,6247,1456,金融行为学 / 波动率分析 / 代际投资行为 / 市场流动性,exports/fupeng_claude_review_pack/articles/039-高波动率是风险信号而非机会,https://www.douyin.com/video/7608532649178713398
40,5e79118c-695e-41c7-94d0-c8631fab150c,成都老妈蹄花：付鹏的物理坐标与老味道,2026-02-18,172,552,660,地方美食 / 城市文化 / 消费情感 / 餐饮品牌,exports/fupeng_claude_review_pack/articles/040-成都老妈蹄花：付鹏的物理坐标与老味道,https://www.douyin.com/video/7607811513495211327
41,3cdcddf0-5fca-4ccb-af05-fb3226be7128,2026新年寄语：重拾长周期续航力,2026-02-17,34,191,229,宏观经济 / 长期主义 / 投资逻辑 / 周期思维,exports/fupeng_claude_review_pack/articles/041-2026新年寄语：重拾长周期续航力,https://www.douyin.com/video/7607506194781048105
42,2d873554-b5b4-49a9-983b-2791440a0d79,超高层住宅是未来城市垂直废墟,2026-02-16,196,1151,931,房地产投资 / 住宅产品力 / 城市居住安全 / 物业治理,exports/fupeng_claude_review_pack/articles/042-超高层住宅是未来城市垂直废墟,https://www.douyin.com/video/7606223029592444211
43,f24e7e64-0cf9-4f18-ad58-96371eb0fbff,AI是工具，制度必须匹配技术进步,2026-02-10,315,1857,1187,人工智能治理 / 生产关系变革 / 征信体系建设 / 技术伦理,exports/fupeng_claude_review_pack/articles/043-AI是工具，制度必须匹配技术进步,https://www.douyin.com/video/7605143896330390799
44,d3221a9a-6ad6-4e4c-b0d5-138cf709347f,二十五岁定投垃圾币换财富自由,2026-02-09,311,1815,1368,代际认知 / 加密货币投资 / 青年生存策略 / 非主流资产配置,exports/fupeng_claude_review_pack/articles/044-二十五岁定投垃圾币换财富自由,https://www.douyin.com/video/7604775799442443535
45,e3cc6313-ee6b-49fc-9aa1-91ce7d1d79cb,人口终局：人才聚集驱动区域经济重构,2026-02-08,739,4389,1297,区域经济 / 人口迁移 / 城市集群 / 产业分工,exports/fupeng_claude_review_pack/articles/045-人口终局：人才聚集驱动区域经济重构,https://www.douyin.com/video/7604175458359332136
46,ba096d92-420c-45e9-8d75-3ef0d6667462,高波动率是投资雷区，不是机会,2026-02-05,467,2629,1428,黄金投资 / 波动率风险 / 杠杆交易 / 信用违约,exports/fupeng_claude_review_pack/articles/046-高波动率是投资雷区，不是机会,https://www.douyin.com/video/7603371956234112271
47,e5798cf7-8f49-4808-a176-098db658be0f,对中年人最好的守护是父母安康,2026-02-03,85,487,608,中年家庭 / 老年健康 / 代际关系 / 家庭财务,exports/fupeng_claude_review_pack/articles/047-对中年人最好的守护是父母安康,https://www.douyin.com/video/7601396054428290330
48,86d54c83-6317-4370-9cd3-33054972b69f,边界感是年轻人的职场新礼仪,2026-02-02,166,964,742,职场文化 / 代际差异 / 边界感管理 / 组织行为学,exports/fupeng_claude_review_pack/articles/048-边界感是年轻人的职场新礼仪,https://www.douyin.com/video/7601395011304836362
49,ecc1d023-ea5f-42e9-ac81-4ced6534d82d,AI轻应用的普及上限与专业下限,2026-02-01,230,1391,669,AI应用 / 内容工业化 / 闭源趋势 / 职业门槛,exports/fupeng_claude_review_pack/articles/049-AI轻应用的普及上限与专业下限,https://www.douyin.com/video/7601393812593757486
50,a30919ad-effd-4b92-a8d5-b9c739bf8434,职场新人的物质基础与情商现实,2026-01-31,336,2151,1127,职场新人 / 情商培养 / 大宗商品贸易 / 期货行业,exports/fupeng_claude_review_pack/articles/050-职场新人的物质基础与情商现实,https://www.douyin.com/video/7601391554166672678
51,7144c56b-9e9f-436c-af66-84125e32e875,播客将成为高认知阶层主流内容赛道,2026-01-29,243,1396,785,播客经济 / 高认知内容 / 长音频商业 / 财富人群媒介,exports/fupeng_claude_review_pack/articles/051-播客将成为高认知阶层主流内容赛道,https://www.douyin.com/video/7600692407297985833
52,82391ccd-8f32-4643-953e-1300f0bdb26e,AI替代是分层渐进的，创造比等待更主动,2026-01-27,250,1542,815,人工智能替代 / 青年创业 / 医疗AI / 物流自动化,exports/fupeng_claude_review_pack/articles/052-AI替代是分层渐进的，创造比等待更主动,https://www.douyin.com/video/7599931171761327402
53,8e021507-f7cf-4969-8d79-66c61f3b5145,流量生意只有两条路：短期爆款或长期释放,2026-01-26,156,957,718,潮玩经济 / IP运营 / 长期主义 / 流量变现,exports/fupeng_claude_review_pack/articles/053-流量生意只有两条路：短期爆款或长期释放,https://www.douyin.com/video/7599658653385362694
54,7ff25cae-8b65-4460-b4eb-d1af0bed7917,当代孩子最缺的不是认知而是社交,2026-01-25,328,1888,1001,儿童教育 / 社交能力培养 / 兴趣教育 / 线下体验设计,exports/fupeng_claude_review_pack/articles/054-当代孩子最缺的不是认知而是社交,https://www.douyin.com/video/7599227683947433231
55,add195de-a6b1-413d-b1ba-987ac488f9f8,小镇核心资产的不灭逻辑,2026-01-24,221,1326,922,县域经济 / 商业地产 / 人口流动 / 资产配置,exports/fupeng_claude_review_pack/articles/055-小镇核心资产的不灭逻辑,https://www.douyin.com/video/7598880236134010127
56,41991a9f-8f92-48ce-b7b8-bd6d5d09adb4,顺周期跳槽泡沫与中年危机陷阱,2026-01-23,189,1114,1008,金融职场 / 职业发展 / 中年危机 / 跳槽策略,exports/fupeng_claude_review_pack/articles/056-顺周期跳槽泡沫与中年危机陷阱,https://www.douyin.com/video/7598191166219144483
57,c658048f-01b6-4355-a06b-f157b3441f3d,断舍离是人生纠偏的核心能力,2026-01-22,160,1002,809,金融交易 / 认知决策 / 人际关系管理 / 断舍离方法论,exports/fupeng_claude_review_pack/articles/057-断舍离是人生纠偏的核心能力,https://www.douyin.com/video/7597800416205622578
58,92c68f3b-028f-4429-8a16-542f41c91ee3,生产力跃迁正重构全球金融秩序,2026-01-21,286,1645,993,AI金融 / 金融监管 / RWA / 生产力革命,exports/fupeng_claude_review_pack/articles/058-生产力跃迁正重构全球金融秩序,https://www.douyin.com/video/7597670715864649006
59,f8d45a1d-9280-4a77-9ea2-12b8f29faebc,通胀挣钱，通缩花钱：一个基准财务原则,2026-01-20,1807,10592,2794,宏观经济学 / 个人资产配置 / 资产负债表管理 / 跨境金融,exports/fupeng_claude_review_pack/articles/059-通胀挣钱，通缩花钱：一个基准财务原则,https://www.douyin.com/video/7597384582920424754
60,96cf843b-a025-430e-8810-562d4232c43f,医患关系中必须坚持良币驱逐劣币,2026-01-20,356,2074,1105,医患关系 / 医疗制度 / 医护职业生态 / 良币驱逐劣币,exports/fupeng_claude_review_pack/articles/060-医患关系中必须坚持良币驱逐劣币,https://www.douyin.com/video/7597059052027399450
61,63cdc3e0-0736-45a7-9172-e887adeabc71,潮玩行业的本质是人口周期,2026-01-19,2349,11873,1613,潮玩经济 / 人口周期 / 二次元投资 / Z世代消费,exports/fupeng_claude_review_pack/articles/061-潮玩行业的本质是人口周期,https://www.douyin.com/video/7597053780085050650
62,3827fbcc-b47d-4b2b-8eb8-51ffec8b6164,“死了么”APP爆火背后的孤独经济,2026-01-19,209,1213,902,孤独经济 / 数字殡葬 / 社交产品设计 / 城市独居,exports/fupeng_claude_review_pack/articles/062-“死了么”APP爆火背后的孤独经济,https://www.douyin.com/video/7596644649977040134
63,fd405e44-6deb-4b5f-bb22-7f78c30ff4ac,内卷的本质是利润消失与资源垄断,2026-01-18,2036,11598,1661,平台经济 / 供给侧改革 / 产业链共生 / 中小企业生存,exports/fupeng_claude_review_pack/articles/063-内卷的本质是利润消失与资源垄断,https://www.douyin.com/video/7596650684074773803
64,213dadc0-c75c-4570-86fc-f22550cba6a9,消费券本质是补生产端而非居民,2026-01-18,296,1708,929,财政补贴 / 居民资产负债表 / 新能源汽车 / 服务业经济,exports/fupeng_claude_review_pack/articles/064-消费券本质是补生产端而非居民,https://www.douyin.com/video/7596246889851276550
65,07d569e1-87f2-4ae7-9fd0-7e426d8c781a,保守主义回归是生产力重构的必经阶段,2026-01-17,1284,7948,1586,宏观经济 / 地缘政治 / 技术创新 / 历史周期,exports/fupeng_claude_review_pack/articles/065-保守主义回归是生产力重构的必经阶段,https://www.douyin.com/video/7596193292220501291
66,88514e35-c86d-454a-bacb-db82bbf5c678,2025财经之夜：生产力、生产关系与秩序重建,2026-01-15,929,4420,2142,宏观经济 / 科技革命 / 生产关系 / 全球秩序,exports/fupeng_claude_review_pack/articles/066-2025财经之夜：生产力、生产关系与秩序重建,https://www.douyin.com/video/7595616263708085567
67,56358ecd-1e80-44b3-9cc3-c8d54cd25014,十五到十八岁是孩子财商培养黄金期,2026-01-15,265,1714,991,财商教育 / 青少年成长 / 家庭教育方法论 / 消费决策,exports/fupeng_claude_review_pack/articles/067-十五到十八岁是孩子财商培养黄金期,https://www.douyin.com/video/7595135588722953481
68,504f563c-7b85-4a3e-bc97-e06d5cc5e1d1,老百姓认知的房地产不是真实世界,2026-01-14,302,1890,976,房地产投资 / 行为金融学 / 资产配置 / 康养地产,exports/fupeng_claude_review_pack/articles/068-老百姓认知的房地产不是真实世界,https://www.douyin.com/video/7595134086520261914
69,cc6c5329-060b-4774-ac01-bdef9b492e10,身体信号比K线图更值得盯紧,2026-01-11,352,2130,1597,金融从业者健康 / 中年身体管理 / 慢性病预防 / 高压力职业生存,exports/fupeng_claude_review_pack/articles/069-身体信号比K线图更值得盯紧,https://www.douyin.com/video/7594070640894758154
70,95f7ed41-0318-4d3e-b04e-ec43a75ed0a2,我们这代人正经历一场财富变革,2026-01-11,190,1017,1091,财富变革 / 资产定价 / 经济周期 / 底层逻辑,exports/fupeng_claude_review_pack/articles/070-我们这代人正经历一场财富变革,https://www.douyin.com/video/7593773818187943209
71,c7ba432f-8c15-48a9-ab05-cd89d672bdf5,三四线城市房价评估公式：收入中位数与房价中位数之比,2026-01-10,258,1631,739,房地产投资 / 城市经济学 / 中位数分析 / 人口流动,exports/fupeng_claude_review_pack/articles/071-三四线城市房价评估公式：收入中位数与房价中位数之比,https://www.douyin.com/video/7593700452458417444
72,6847079d-b81e-4ae5-ba5f-14ac65d431cf,2026年普通人搞钱逻辑转向求稳,2026-01-10,345,1660,1224,低利率理财 / 固收加策略 / 哑铃型资产配置 / 小微企业理财,exports/fupeng_claude_review_pack/articles/072-2026年普通人搞钱逻辑转向求稳,https://www.douyin.com/video/7593329696964758793
73,84405b28-ab5d-4057-b830-8ab173ffb786,我死前会把钱花完，不留给子女,2026-01-09,166,1007,827,财经教育 / 代际传承 / 商业实践 / 能力培养,exports/fupeng_claude_review_pack/articles/073-我死前会把钱花完，不留给子女,https://www.douyin.com/video/7593267097862540585
74,b6a7fa2c-f023-4caa-997f-9d883ef6728d,投资机会就在你熟悉的行业里,2026-01-07,166,1049,759,科学仪器 / 冰雪产业 / 短剧与漫剧,exports/fupeng_claude_review_pack/articles/074-投资机会就在你熟悉的行业里,https://www.douyin.com/video/7592508569430363435
75,1c008cda-b5a3-426d-9d43-f7a48792759c,财富积累的两次觉醒：从加杠杆到降杠杆,2026-01-06,194,1212,968,财富管理 / 杠杆策略 / 投资阶段论 / 房地产金融,exports/fupeng_claude_review_pack/articles/075-财富积累的两次觉醒：从加杠杆到降杠杆,https://www.douyin.com/video/7591795682067909951
76,83b71bfe-c40d-42ec-9e32-4bd0fef4206c,散户的认知漏洞比市场波动更致命,2026-01-05,390,2352,1674,商品期货 / 认知框架 / 金融教育 / 市场参与者行为,exports/fupeng_claude_review_pack/articles/076-散户的认知漏洞比市场波动更致命,https://www.douyin.com/video/7591511500028660998
77,9093684e-26bf-4c33-8de5-318e8b3fa06f,有现金流的负债是优质杠杆,2026-01-04,123,766,762,房地产投资 / 个人资产负债管理 / 现金流优先策略 / 核心地段房产,exports/fupeng_claude_review_pack/articles/077-有现金流的负债是优质杠杆,https://www.douyin.com/video/7591132770462747947
78,4ae670ca-96bb-4db6-8205-05c617c7941f,分清故事与价值：炒房与投资的本质区别,2026-01-03,296,1810,1019,房地产投资 / 估值分析 / 城市经济学 / 模拟推演,exports/fupeng_claude_review_pack/articles/078-分清故事与价值：炒房与投资的本质区别,https://www.douyin.com/video/7591128644177693995
79,c04002f4-4fe5-4c9d-abd0-45020affe788,业主圈层正成为房价定价核心,2026-01-02,132,778,870,房地产定价 / 圈层经济 / 物业资产 / 社区运营,exports/fupeng_claude_review_pack/articles/079-业主圈层正成为房价定价核心,https://www.douyin.com/video/7590699934349888795
80,c69ddbe9-10f3-4412-9029-53dcf6d1e5cf,垃圾资讯泛滥比市场波动更致命,2026-01-01,242,1579,963,投资认知 / 信息甄别 / 财经媒体批判 / 研报分析方法,exports/fupeng_claude_review_pack/articles/080-垃圾资讯泛滥比市场波动更致命,https://www.douyin.com/video/7590019832377085235
81,1ca44096-d466-4125-a134-5849c46d3bc1,高波动率下不宜交易是老兵铁律,2025-12-31,178,1135,949,投资心理 / 市场波动率 / 杠杆风险 / 老兵经验,exports/fupeng_claude_review_pack/articles/081-高波动率下不宜交易是老兵铁律,https://www.douyin.com/video/7590013902830734602
82,8480bf53-adda-41b1-84bb-afbd2cc114ed,所有决策必须基于自身条件,2025-12-30,102,689,577,个人理财 / 投资认知 / 风险决策 / 中产经济,exports/fupeng_claude_review_pack/articles/082-所有决策必须基于自身条件,https://www.douyin.com/video/7589574662644911386
83,745c8634-f39b-4b07-95db-183c13af956d,商业机会藏在二手咖啡机和街头细节里,2025-12-29,338,2111,1175,消费调研 / 二手设备经济 / 微观投资方法论 / 产业周期观察,exports/fupeng_claude_review_pack/articles/083-商业机会藏在二手咖啡机和街头细节里,https://www.douyin.com/video/7589238785687293230
84,25c76807-2470-47fd-9ff4-da2259e36857,投资的第一要务是活得长,2025-12-28,258,1588,1652,投资哲学 / 杠杆管理 / 基本面研究 / 投资复盘,exports/fupeng_claude_review_pack/articles/084-投资的第一要务是活得长,https://www.douyin.com/video/7587760421856234758
85,84e69bb2-1263-4d20-b668-2613c7f38806,年轻人买房还是租房？关键在财务规划,2025-12-27,94,662,558,房地产决策 / 青年财务规划 / 住房金融 / 周期投资,exports/fupeng_claude_review_pack/articles/085-年轻人买房还是租房？关键在财务规划,https://www.douyin.com/video/7587009282395180329
86,81543414-70d4-4480-9e1d-ad8f51f5dc83,保本的本质是接受无风险利率的波动区间,2025-12-26,117,691,586,无风险利率 / 资产配置 / 保本理财 / 宏观利率,exports/fupeng_claude_review_pack/articles/086-保本的本质是接受无风险利率的波动区间,https://www.douyin.com/video/7587012658151394623
87,8c5db376-d673-4cd5-825a-5c6c8fcc8990,三四线房产投资的本质是圈层准入,2025-12-25,169,1106,942,房地产投资 / 圈层经济 / 三四线城市 / 本地化开发,exports/fupeng_claude_review_pack/articles/087-三四线房产投资的本质是圈层准入,https://www.douyin.com/video/7587007804339129642
88,12b2c266-2310-4db8-bf6b-fc57666d7bc5,技术无罪，用技术的人才有对错,2025-12-24,362,2069,1506,AI治理 / 技术伦理 / 劳动制度 / 征信体系,exports/fupeng_claude_review_pack/articles/088-技术无罪，用技术的人才有对错,https://www.douyin.com/video/7587011621130636563
89,1851b2f1-7953-491b-9085-5eb17c018622,房地产的底层逻辑：住是第一属性，投资需看租售比,2025-12-23,241,1550,1150,房地产底层逻辑 / 租售比分析 / 资产属性分类 / 城市人口集聚,exports/fupeng_claude_review_pack/articles/089-房地产的底层逻辑：住是第一属性，投资需看租售比,https://www.douyin.com/video/7587005995520445750
90,0918a470-eb04-4a70-a5ef-4949dbbb1639,贵人不是撞上的，是准备好了才接得住,2025-12-21,290,1820,937,周期经济 / 债务杠杆 / AI时代认知 / 现金流管理,exports/fupeng_claude_review_pack/articles/090-贵人不是撞上的，是准备好了才接得住,https://www.douyin.com/video/7585946348688624942
